link,writer,time,text
https://lh3.googleusercontent.com/a/ACg8ocJrvorq6Mij2_WWIY5L9lI_t8W4hsGKY3EA7Gpn-NyCNUgELw=w43-h43-p-rp-mo-br100,Bee Kind,3 years ago,"I overdosed my first time doing cocaine, and came here. They kept me overnight, the night staff was caring and understood I made a mistake.. I was told I would be able to talk to a councillor in the morning. But instead I was awakend by a …"
https://lh3.googleusercontent.com/a/ACg8ocKYrCeg-MMGU9uVlfq4xO7yRKqeNHQVca3F_zgJAaAsz5DkIA=w43-h43-p-rp-mo-ba4-br100,Marek Babic,6 years ago,Staff is knowledgeable and kind (if you are not rude/high on drugs/drunk...etc). You have to be tolerant and understand there are more severe cases of injury or illness than yours might be and be patient at ER - but that happens everywhere …
https://lh3.googleusercontent.com/a/ACg8ocJOHhLCksncZ-QC4MltFkpJQ7oLO2pBWd7jws8Pc_UrZG6N1w=w43-h43-p-rp-mo-br100,Paul Li,a year ago,The atmosphere is horrible. Its full of people that are just looking for a place to sleep. Addicts just falling all over the place and security and peace officers just sit and laugh. Real emergencies wait for 3 hours while they just queue everybody but dont access the situation. Horrible place to be.
https://lh3.googleusercontent.com/a-/ALV-UjWSzHBUG8AcfUdRzvovC_AI5GYBvN2ciAaVw2OBC2braUzm85zh=w43-h43-p-rp-mo-br100,dion Park,5 years ago,"Been nearly twenty years since I stayed in a hospital. I don't remember ever being treated so well by all staff, nurses and doctors. Hospitals suck, but they made my stay much more bearable. Hats off and two thumbs up to day surgery staff …"
https://lh3.googleusercontent.com/a-/ALV-UjW-Ks9swrIa28k3bbj4r9lBR18qPqnPwfvicyN2Ll5KgoGXwzEq=w43-h43-p-rp-mo-br100,Ronnie McKinley,5 years ago,I had a work accident and needed to visit the hospital. The staff was so friendly and super helpful at explaining the procedure. The intake lady went above and beyond to make sure I wouldn't encounter any potential problems in the future …
https://lh3.googleusercontent.com/a-/ALV-UjVcdIvL6pTfjArfWSLfIT0FInJABEUmBm81704-CbJXJxosfZJG=w43-h43-p-rp-mo-br100,kay p,9 years ago,"I went there in labor, with my water broken and first told no doctors were available to see me so I had to stand for awhile waiting in pain from contractions which were less than 5minutes apart. then finally a doctor arrived and then I was …"
https://lh3.googleusercontent.com/a/ACg8ocJiXedErstXyV77MZfJAjeIE0QQBLB5kBDR0AUgbWBkjwIbiQ=w43-h43-p-rp-mo-br100,Amalia Momo,7 years ago,"This Hospital is clean.  Staffs are smart!  When they check on my daughter-in-law, she was just 1cm. They want her to go home and come back around 6:00pm.  Since my daughter-in-law seems hesitant to do so, obviously, they gave her an option …"
https://lh3.googleusercontent.com/a/ACg8ocIMdUtbqJqFzA8cQQo8MKi4liUraaL6bX5N6e5v_ebx6gznOw=w43-h43-p-rp-mo-ba4-br100,Colton Peacey,a year ago,"9 hours of waiting in the waiting room, just to be offered a tetanus shot for somthing that didn't require it, and no actual fixes, and to be called back to wait 4 additional hours because they wanted to take an x-ray for their own purposes... this place needs severe refinement."
https://lh3.googleusercontent.com/a-/ALV-UjVxh4xwtv9g0PERPBK1RTGUjKagv-VBYFN4X0fZ3Az3SQcFNVdM=w43-h43-p-rp-mo-ba5-br100,Rob Schaub,2 years ago,Can AHS buy Royal Alex some wheel chairs? I've never seen such a ridiculous situation regarding wheel chairs...they are guarded like morphine and patients are treated like lepurs if they try and use them. …
https://lh3.googleusercontent.com/a/ACg8ocJ-SA-fHsAcs-7f9vXpNN0rohyt7DrCJ180pZO4KBvOIn8y2g=w43-h43-p-rp-mo-br100,lilibeth tejida,6 years ago,Worst experience ever! Waited 8 hrs!!Came at emergency because i am pregnant and bleeding the people from the admitting area was very nice not until i was brought inside to wait again. After an hour i was brought in the room and waited …
https://lh3.googleusercontent.com/a-/ALV-UjVIci3fttjqwHFkPbMu9XaqTu4BJSkEC_e9UJDBUiKDySY2ridM=w43-h43-p-rp-mo-br100,Katie Soliman,8 years ago,"I am not sure why they refer to 'Emergency' as so. There is no sense of urgency, minimal communication, and the wait times are absurd. I waited 7 hours in a dark, dirty, busy hallway while waiting for test results. Somehow my blood test was …"
https://lh3.googleusercontent.com/a-/ALV-UjXA-Fsn-bhUrNYnT9G6UrEfg5lKjT8y6QjW_W7lvYO0-UTzw6hx=w43-h43-p-rp-mo-ba5-br100,Jonathon Williams,9 years ago,My son was born here December 2015 in the Lois Hole hospital for women as an emergency c-section. Medical staff were not only professional but also compassionate. We stayed for 3 days and meet dozens of people who were each one so fantastic.
https://lh3.googleusercontent.com/a/ACg8ocJZ4zMIzYBCgOepVplC9zZeTDZ3vEaAn8XwHCl1jnB_Jw_GUA=w43-h43-p-rp-mo-br100,Mohamed Abdi (Mohamed Eb),4 years ago,I was in alot of pain probably 7 months ago and needed to see a doctor. Came after work so I arrived at 8pm and waited till 3am to see a doctor. The nurse that checked me in had red hair and after hours of waiting and asking her to see a …
https://lh3.googleusercontent.com/a-/ALV-UjVuvkTWIp1WV3ukZoOW0ztouL4ylAVJletA6POn7KEZUeIouCGb8g=w43-h43-p-rp-mo-ba6-br100,Đặng Duy Linh,5 years ago,The hospital is very professional.  My younger brother gave birth to his first child here.
https://lh3.googleusercontent.com/a-/ALV-UjVW3c-Vc89OLzhoAlgobsDT_9jzJCnq1-tkotDxpB3UiCRvJVkP=w43-h43-p-rp-mo-br100,Mercy Ngwenya,5 years ago,"Emergency staff nurses are horrible
Doctors are excellent and just because they are not ill, they hv no empathy at all to those who are sick. Night staff is worse, trying to get Tylenol for three hours to no avail instead they called security for me. I’m sure this job is not fun for them"
https://lh3.googleusercontent.com/a/ACg8ocKK8z4mrsAh_CQGfLwBLzroWUpno19WtQfL-2GZE-IbJHdcqA=w43-h43-p-rp-mo-br100,Christine Scott,3 years ago,"I found myself unexpectedly in The Royal Alex (Lois Hole, 6- East) last weekend. To say I was frightened would be an understatement. I had been brought by ambulance from  the Manning Hospital in North Edmonton where staff were wonderful and …"
https://lh3.googleusercontent.com/a-/ALV-UjVFCMh7y4ZQMc2VIg64mx6Dq9DNNIdNRKyLrRbYT6rNXGuN0MqR=w43-h43-p-rp-mo-ba3-br100,Edward in Canada,4 years ago,"Horrible experience as a senior. Stay away. Crowded hallways, fire codes ignored, could not get proper med, food, or test results. Some staff snotty, arrogant attending physician would not leave my room. I had to get dressed and walk out of hospital. Left worse than when I went in. No accountability."
https://lh3.googleusercontent.com/a-/ALV-UjX8vMB40Ush2Ueq3ZdRYIMrXAt3pgKLg2PY7h3Wnd6jTbFAAYdw=w43-h43-p-rp-mo-br100,Positron McHappy,a year ago,"All teams were awesome to me! Maybe, not for 1 thing I said Down Under. lol I loved these guys, girls, & theys. I just despise Health Scare Canada for the months, yrs, & decades, B4 we get to the best mix of skill & empathy; within limits of patients' genetics, choices, chance, etc."
https://lh3.googleusercontent.com/a/ACg8ocIO3rmF0onKCNThP2lLTTlpoMAHhBYhJ674SURfIMkY5QP6jw=w43-h43-p-rp-mo-br100,Kyle,5 years ago,I had a Microdiscectomy yesterday; currently in the process of being released today. The whole experience has been exceptional. The pre-admission appointment I had the week before was just as positive. Everyone I encountered was super …
https://lh3.googleusercontent.com/a/ACg8ocKKuRqMhdzvwjLPv4DEdSr5JuR-Tdt0REt2H7Kw5Hv-mG_vlQ=w43-h43-p-rp-mo-ba3-br100,Katie Law,3 years ago,"A while ago I came there with an ear infection I was put directly into the psych unit my ear ruptured and I saw a doctor 5 days after admission. Another time I went there with chest pain, I sat in the emergency room for 6 hours waiting to …"
https://lh3.googleusercontent.com/a-/ALV-UjWsso3X1UmKNKJKA0_sYJPUkqzygLPHY4WUqLaHPIjWv7B1-ORUPw=w43-h43-p-rp-mo-ba3-br100,willz Rayn,8 years ago,This hospital is one of the worst in Edmonton. no one can help you get to where your going the staff is very rude. I was once brought to the royal Alex wen I was pregnant and having problems told them many times I was pregnant. they pumped …
https://lh3.googleusercontent.com/a/ACg8ocLh7SEMBKDkwNGmcAOXlHzgIji3vSZ72diVk7743UUm2mlC_w=w43-h43-p-rp-mo-br100,Northern Kestral,4 years ago,"Triage isn't an easy process in ER, but the staff here consider anything short of a cardiac arrest a minor event. Rude and obnoxious front end (nursing? Administrative?) staff, working in a chaotic and sometimes voient waiting room, they treat all patients as inconveniences to be ignored. Going here is more trauma than treatment."
https://lh3.googleusercontent.com/a-/ALV-UjXMR7q6MOP9--wi1bKk8bU1TOCfSOMhyLYnOMbhX2d7JRUnYSS_=w43-h43-p-rp-mo-br100,Craig Kruschel,10 years ago,Pathethic is how would rate this hospital. We don't live in the city my wife was taken there by ambulance.  Then they discharge her still not well and book a test for her in the city for the day after they discharged her.  She ends up …
https://lh3.googleusercontent.com/a-/ALV-UjU86NIoEK3TqZLqrwrG3Y8S3TzE8ys5zkt4yu5SiWHKgXRFE6I=w43-h43-p-rp-mo-br100,Matt Graham,6 years ago,"Had a piece of metal lodged in my eye.   The general doctor on call at 1AM was able to remove the debris and the wait to get in was not that long.   No problems, thanks for saving me from severe pain and potentially losing my eye."
https://lh3.googleusercontent.com/a/ACg8ocKhnOCHhetBg4-XYrrGe4UJmTin7Ehs8HVcJQyTMh9uUyaN_w=w43-h43-p-rp-mo-br100,Samantha Schonberger,7 years ago,"Wonderful staff at the hospital, was in for day surgery, and they truly make sure you are as comfortable as possible. Very happy with my experience."
https://lh3.googleusercontent.com/a/ACg8ocIGooWmgYns9hESK07J61QfTrdt4LU3vMscmIxQVvVuYyEZ4A=w43-h43-p-rp-mo-br100,Citlalli Flores,a year ago,"I have been waiting for almost 6 hours to be treated for pain in my belly, hips and legs since I am 17 weeks pregnant and they have not treated us, we ask, they only respond unfriendlyly, and they do not help, the pain has been increasing, …"
https://lh3.googleusercontent.com/a-/ALV-UjWrRzeagi0akvlRDSvURLNaJyC2eHEpkw0HR23vNyUi76jVV-7AOA=w43-h43-p-rp-mo-br100,Elouastani Sallouh,3 years ago,Today Wednesday 05/19/2021 my son Oussama. Sallouh is going to have an operation at this Royal Alexandra Hospital in Edmonton let's hope that the good Lord will be next to him/....on 06/10/2021 he passed almost 20 days after the operation …
https://lh3.googleusercontent.com/a-/ALV-UjUnx32Nk87YvNYMxwK7WymOlK7RiQD65NxwJ4uiLflw6ZvwR745=w43-h43-p-rp-mo-br100,Dawid “Lennywiec” Bulgajewski,2 years ago,"Fantastic place. Greetings from my other account. Sorry, Janko"
https://lh3.googleusercontent.com/a-/ALV-UjUYIWlZv3XFKn3UShGtdSlMo7KzH1n3-FiMJSSo7jwApt8As2I6=w43-h43-p-rp-mo-br100,Antoine,2 years ago,Daniel Chant lol
https://lh3.googleusercontent.com/a-/ALV-UjUk8t1TpW_7fThLy96NkTyvv1L8AehOImA97jDEg7pN4DnbezVlhQ=w43-h43-p-rp-mo-ba5-br100,Bertus Horseman,6 years ago,Tims hortans
